,Animal Name,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Order,Superorder,Suborder,Infraorder,Family,Superfamily,Subfamily,Genus,Subgenus,Tribe,Clade
593,Island Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Urocyon,,,
594,Bryde's Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Balaenopteridae,,,Balaenoptera,,,
595,Rusa Deer,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,Ruminantia,,Cervidae,,Cervinae,Rusa,,,
596,Hazel Dormouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Gliridae,,Leithiinae,Muscardinus,,,
597,Pygmy Right Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Cetotheriidae,,	Neobalaeninae,Caperea,,,
598,Short-Finned Pilot Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Globicephala,,,
599,North Pacific Right Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Balaenidae,,,Eubalaena,,,
600,Silvery Lutung,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Trachypithecus,,,
601,Woodland Jumping Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Dipodidae,,Zapodinae,Napaeozapus,,,
602,Cape Hare,Animalia,Chordata,Vertebrata,Mammalia,,,Lagomorpha,,,,Leporidae,,,Lepus,,,
603,Japanese Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Sciurus,,,
604,Bush Rat,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Muridae,Muroidea,,Rattus,,,
605,Northern Short-Tailed Shrew,Animalia,Chordata,Vertebrata,Mammalia,,,Eulipotyphla,,,,Soricidae,,,Blarina,,,
606,Rough-Toothed Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Steno,,,
607,Eurasian Harvest Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Muridae,Muroidea,,Micromys,,,
608,Galápagos Sea Lion,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Otariidae,,,Zalophus,,,Pinnipedia
609,Southern Three-Banded Armadillo,Animalia,Chordata,Vertebrata,Mammalia,,,Cingulata,,,,Chlamyphoridae,,Tolypeutinae,Tolypeutes,,,
610,Lumholtz's Tree-Kangaroo,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Dendrolagus,,,
611,Himalayan Marmot,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Marmota,,,
612,European Mole,Animalia,Chordata,Vertebrata,Mammalia,,,Eulipotyphla,,,,Talpidae,,,Talpa,,,
613,Edible Dormouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Gliridae,,Glirinae,Glis,,,
614,King Colobus,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Colobus,,,
615,European Hare,Animalia,Chordata,Vertebrata,Mammalia,,,Lagomorpha,,,,Leporidae,,,Lepus,,,
616,Drill,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Mandrillus,,,
617,Risso's Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Grampus,,,
618,Peale's Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Lagenorhynchus,,,
619,Gabon Talapoin,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Miopithecus,,,
620,Greater Glider,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Pseudocheiridae,,Hemibelideinae,Petauroides,,,
621,Hoffmann's Two-Toed Sloth,Animalia,Chordata,Vertebrata,Mammalia,,,Pilosa,,,,Megalonychidae,,,Choloepus,,,
622,Spectacled Porpoise,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Phocoenidae,,,Phocoena,,,
623,Agile Wallaby,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Macropus,,,
624,Banteng,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Bos,,,
625,Cotton Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,,Peromyscus,,Reithrodontomyini,
626,Red-Shanked Douc,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Pygathrix,,,
627,African Wild Dog,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,Caninae,Lycaon,,Canini,
628,Indian Ocean Bottlenose Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Tursiops,,,
629,Red Giant Flying Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Petaurista,,,
630,Tailless Tenrec,Animalia,Chordata,Vertebrata,Mammalia,,,Afrosoricida,,,,Tenrecidae,,Tenrecinae,Tenrec,,,
631,Townsend's Chipmunk,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Neotamias,,,
632,Silky Anteater,Animalia,Chordata,Vertebrata,Mammalia,,,Pilosa,,,,Cyclopedidae,,,Cyclopes,,,
633,Reeves's Muntjac,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,Ruminantia,,Cervidae,,Cervinae,Muntiacus,,,
634,Black Wildebeest,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Alcelaphinae,Connochaetes,,,
635,Père David's Deer,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,Ruminantia,,Cervidae,,Cervinae,Elaphurus,,,
636,Wisent,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Bison,,Bovini,
637,Dall's Porpoise,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Phocoenidae,,,Phocoenoides,,,
638,Bowhead Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Balaenidae,,,Balaena,,,
639,South American Coati,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Procyonidae,,,Nasua,,,
640,Southern White Rhinoceros,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Rhinocerotidae,,,Ceratotherium,,,
641,Red River Hog,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Suidae,,,Potamochoerus,,,
642,Spinifex Hopping Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Muridae,Muroidea,,Notomys,,,
643,Southern Bottlenose Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Ziphiidae,,,Hyperoodon,,,
644,Culpeo,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Lycalopex,,,
645,Pretty-Faced Wallaby,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Macropus,,,
646,Lesser Kudu,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Tragelaphus,,,
647,Gray Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Eschrichtiidae,,,Eschrichtius,,,
648,Spotted Ground Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,Xerinae,Xerospermophilus,,Marmotini,
649,Melon-Headed Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,,,,
650,Roborovski Hamster,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,,Phodopus,,,
651,Spade-Toothed Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Ziphiidae,,,Mesoplodon,,,
652,Goitered Gazelle,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Antilopinae,Gazella,,,
653,Cozumel Raccoon,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Procyonidae,,,Procyon,,,
654,Ryukyu Flying Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Chiroptera,,,,Pteropodidae,,,Pteropus,,,
655,Common Brown Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Lemuridae,,,Eulemur,,,
656,Peruvian Spider Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Atelidae,,Atelinae,Ateles,,,
657,Southern Viscacha,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Chinchillidae,,,Lagidium,,,
658,Gambian Pouched Rat,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Nesomyidae,,,Cricetomys,,,
659,Rüppell's Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Vulpes,,,
660,Cuvier's Beaked Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Ziphiidae,,,Ziphius,,,
661,Red-Tailed Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Cercopithecus,,Cercopithecini,
662,Desert Warthog,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Suidae,,,Phacochoerus,,,
663,South American Gray Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Lycalopex,,,
664,Northern Treeshrew,Animalia,Chordata,Vertebrata,Mammalia,,,Scandentia,,,,Tupaiidae,,,Tupaia,,,
665,Flat-Headed Cat,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,,Prionailurus,,,
666,Red-Handed Tamarin,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Callitrichidae,,,Saguinus,,,
667,Olympic Marmot,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Marmota,,,
668,Malayan Civet,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,,,Viverridae,,Viverrinae,Viverra,,,
669,Giant Forest Hog,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Suidae,,,Hylochoerus,,,
670,Marsh Mongoose,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Herpestidae,,Herpestinae,Atilax,,,
671,White-Tailed Antelope Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Ammospermophilus,,,
672,Slender Mongoose,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Herpestidae,,,Galerella,,,
673,Northern Tamandua,Animalia,Chordata,Vertebrata,Mammalia,,,Pilosa,,,,Myrmecophagidae,,,Tamandua,,,
674,Rodrigues Flying Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Chiroptera,,,,Pteropodidae,,,Pteropus,,,
675,Masked Palm Civet,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,,,Viverridae,,,Paguma,,,
676,Golden-Headed Lion Tamarin,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Callitrichidae,,,Leontopithecus,,,
677,Japanese Serow,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Caprinae,Capricornis,,,
678,Japanese Weasel,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,Mustelinae,Mustela,,,
679,Spanish Ibex,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Caprinae,Capra,,,
680,Muskart,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,Arvicolinae,Ondatra,,Ondatrini,
681,Sunda Pangolin,Animalia,Chordata,Vertebrata,Mammalia,,,Pholidota,,,,Manidae,,,Manis,,,
682,Harris's Antelope Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Ammospermophilus,,,
683,Cairo Spiny Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Muridae,Muroidea,,Acomys,,,
684,Giant Eland,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Taurotragus,,,
685,Siberian Weasel,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,Mustelinae,Mustela,,,
686,Nilgiri Marten,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,,Martes,,,
687,Stump-Tailed Macaque,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Macaca,,,
688,Polynesian Rat,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Muridae,Muroidea,,Rattus,,,
689,Long-Tailed Chinchilla,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Chinchillidae,,,Chinchilla,,,
690,Western Quoll,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Dasyuromorphia,,,,Dasyuridae,,,Dasyurus,,,
691,Vancouver Island Wolf,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Canis,,,
692,Grizzled Giant Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Ratufa,,,
693,Pampas Deer,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,Ruminantia,,Cervidae,,Capreolinae,Ozotoceros,,,
694,Columbian Ground Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Urocitellus,,,
695,Mexican Gray Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Sciurus,,,
696,Tufted Gray Langur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Colobinae,Semnopithecus,,,
697,Mona Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Cercopithecus,,Cercopithecini,
698,Gray Four-Eyed Opossum,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Didelphimorphia,,,,Didelphidae,,,Philander,,,
699,Hirola,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Alcelaphinae,Beatragus,,,
700,Hoary Marmot,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Marmota,,,
701,Scimitar Oryx,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Hippotraginae,Oryx,,,
702,Blond Capuchin,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Cebidae,,,Sapajus,,,
703,Sitatunga,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Tragelaphus,,,
704,Eastern Long-Beaked Echidna,Animalia,Chordata,Vertebrata,Mammalia,,,Monotremata,,,,Tachyglossidae,,,Zaglossus,,,
705,East African Oryx,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Hippotraginae,Oryx,,,
706,Desert Woodrat,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,,	Neotoma,,,
707,Hispaniolan Solenodon,Animalia,Chordata,Vertebrata,Mammalia,,,Eulipotyphla,,,,Solenodontidae,,,Solenodon,,,
708,Scrub Hare,Animalia,Chordata,Vertebrata,Mammalia,,,Lagomorpha,,,,Leporidae,,,Lepus,Proeulagus,,
709,Gervai's Beaked Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Ziphiidae,,,Mesoplodon,,,
710,California Ground Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Otospermophilus,,,
711,Big-Headed Mole-Rat,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Spalacidae,,,Tachyoryctes,,,
712,Botta's Pocket Gopher,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Geomyidae,,,Thomomys,,,
713,Short-Beaked Common Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Delphinus,,,
714,Siberian Ibex,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Caprinae,Capra,,,
715,Crab-Eating Raccoon,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Procyonidae,,,Procyon,,,
716,European Ground Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Spermophilus,,,
717,Pinyon Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,,Peromyscus,,Reithrodontomyini,
718,Sun Bear,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Ursidae,,Ursinae,Helarctos,,,
719,Mountain Gazelle,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Antilopinae,Gazella,,,
720,Japanese Hare,Animalia,Chordata,Vertebrata,Mammalia,,,Lagomorpha,,,,Leporidae,,,Lepus,,,
721,Brazilian Guinea Pig,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Caviidae,,,Cavia,,,
722,Variegated Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Sciurus,,,
723,Florida Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,Neotominae,Podomys,,,
724,Persian Fallow Deer,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,Ruminantia,,Cervidae,,Cervinae,Dama,,Cervini,
725,Kirk's Dik-Dik,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,,Madoqua,,,
726,Appalachian Cottontail,Animalia,Chordata,Vertebrata,Mammalia,,,Lagomorpha,,,,Leporidae,,,Sylvilagus,,,
727,Malayan Porcupine,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Hystricidae,,,Hystrix,,,
728,Long-Tongued Nectar Bat,Animalia,Chordata,Vertebrata,Mammalia,,,Chiroptera,,,,Pteropodidae,,,Macroglossus,,,
729,Speke's Gazelle,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Antilopinae,Gazella,,,
730,Domesticated Ferret,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,Mustelinae,Mustela,,,
731,Domestic Guinea Pig,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Caviidae,,,Cavia,,,
732,Horsfield'd Tarsier,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Tarsiidae,,,,,,
733,Black Giant Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Ratufa,,,
734,Striped Field Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Muridae,Muroidea,Murinae,Apodemus,,,
735,White-Tailed Prairie Dog,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Cynomys,,,
736,Diana Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Cercopithecus,,Cercopithecini,
737,Colorado Chipmunk,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Neotamias,,,
738,Ring-Tailed Mongoose,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Eupleridae,,,Galidia,,,
739,Merriam's Kangaroo Rat,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Heteromyidae,,,Dipodomys,,,
740,Madagascan Flying Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Chiroptera,,,,Pteropodidae,,,Pteropus,,,
741,Kob,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,,Kobus,,,
742,Neotropical River Otter,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,Lutrinae,Lontra,,,
743,Lesula,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Cercopithecus,,Cercopithecini,
744,Hartebeest,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Alcelaphinae,Alcelaphus,,,
745,Capped Langur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Trachypithecus,,,
746,Central American Squirrel Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Cebidae,,,Saimiri,,,
747,Formosan Rock Macaque,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Macaca,,,
748,Buffy-Headed Marmoset,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Callitrichidae,,,Callithrix,,,
749,Guatemalan Black Howler,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Atelidae,,,Alouatta,,,
750,Oribi,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,,Ourebia,,,
751,Gunnison's Prairie Dog,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Cynomys,,,
752,Yellow-Pine Chipmunk,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Neotamias,,,
753,Four-Horned Antelope,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Tetracerus,,,
754,Lesser Spot-Nosed Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Cercopithecus,,Cercopithecini,
755,Spectacled Bear,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Ursidae,,,Tremarctos,,,
756,Golden-Crowned Sifaka,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Indriidae,,,Propithecus,,,
757,Persian Onager,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Equidae,,,Equus,,,
758,Pyrenean Desman,Animalia,Chordata,Vertebrata,Mammalia,,,Eulipotyphla,,,,Talpidae,,Talpinae,Galemys,,Desmanini,
759,White-Fronted Brown Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Lemuridae,,,Eulemur,,,
760,Huemul,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,Ruminantia,,Cervidae,,Capreolinae,Hippocamelus,,,
761,Azara's Agouti,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Dasyproctidae,,,Dasyprocta,,,
762,Nilgiri Langur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Colobinae,Semnopithecus,,,
763,Bontebok,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Alcelaphinae,Damaliscus,,,
764,Wahlberg's Epauletted Fruit Bat,Animalia,Chordata,Vertebrata,Mammalia,,,Chiroptera,,,,Pteropodidae,,,Epomophorus,,,
765,Long-Tailed Goral,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Caprinae,Naemorhedus,,,
766,Eastern Woolly Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Indriidae,,,Avahi,,,
767,Cliff Chipmunk,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Neotamias,,,
768,Bornean White-Bearded Gibbon,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Hylobatidae,,,Hylobates,,,
769,Black-Tufted Marmoset,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Callitrichidae,,,Callithrix,,,
770,Lechwe,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,,Kobus,,,
771,Common Minke Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Balaenopteridae,,,Balaenoptera,,,
772,Blainville's Beaked Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Ziphiidae,,,Mesoplodon,,,
773,European Water Vole,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,Arvicolinae,Arvicola,,,
774,Northern Pika,Animalia,Chordata,Vertebrata,Mammalia,,,Lagomorpha,,,,Ochotonidae,,,Ochotona,,,
775,White-Lipped Peccary,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Tayassuidae,,,Tayassu,,,
776,Indian Desert Jird,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Muridae,Muroidea,,Meriones,,,
777,Moustached Tamarin,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Callitrichidae,,,Saguinus,,,
778,Allen's Swamp Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Allenopithecus,,Cercopithecini,
779,Royal Antelope,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,,Neotragus,,,
780,Northern Muriqui,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Atelidae,,,Brachyteles,,,
781,Geoffroy's Tamarin,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Callitrichidae,,,Saguinus,,,
782,Broad-Footed Mole,Animalia,Chordata,Vertebrata,Mammalia,,,Eulipotyphla,,,,Talpidae,,,Scapanus,,,
783,Golden-Bellied Capuchin,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Cebidae,,,Sapajus,,,
784,Sonoma Chipmunk,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Neotamias,,,
785,San Joaquin Antelope Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Ammospermophilus,,,
786,Merriam's Chipmunk,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Neotamias,,,
787,Green Tree Python,Animalia,Chordata,Vertebrata,Reptilia,,,Squamata,,Serpentes,,Pythonidae,,,Morelia,,,
788,Domestic Yak,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Bos,,,
789,Lyle's Flying Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Chiroptera,,,,Pteropodidae,,,Pteropus,,,
